timestamp,ip_address,user,action,status_code,bytes_sent,port,protocol,duration_ms,label,hour,day_of_week,is_night,action_enc,protocol_enc,sensitive_port,bytes_log,bytes_log_scaled,duration_ms_scaled,port_scaled,status_code_scaled,label_enc
2024-01-01 00:08:20,192.168.28.59,melaniescott,LOGIN_SUCCESS,301,3386,8080,HTTP,118,normal,0,0,1,6,1,1,8.127699852817772,0.6207870066383823,0.012360025353898161,0.298525707512224,0.5984095427435387,0
2024-01-01 00:08:20,192.168.80.1,plane,FILE_DOWNLOAD,201,3949,8080,HTTP,128,normal,0,0,1,4,1,1,8.281470857895167,0.6325319090927559,0.013416437777308261,0.298525707512224,0.39960238568588463,0
2024-01-01 00:08:28,192.168.150.92,williamrivera,FILE_DOWNLOAD,200,4451,3306,TCP,359,normal,0,0,1,4,4,1,8.401108712395436,0.6416697496775201,0.037819564758081556,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:08:32,192.168.225.81,plane,LOGOUT,200,1770,3306,TCP,406,normal,0,0,1,7,4,1,7.479299637782834,0.5712627333649697,0.04278470314810902,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:08:32,192.168.80.130,cooklee,FILE_DOWNLOAD,301,1454,80,HTTPS,174,normal,0,0,1,4,2,0,7.282761179605593,0.5562512881405409,0.01827593492499472,0.002185508964291006,0.5984095427435387,0
2024-01-01 00:08:39,192.168.174.91,melaniescott,PAGE_VIEW,304,2491,5432,TCP,201,normal,0,0,1,8,4,0,7.820840879907344,0.5973493715506211,0.021128248468201986,0.20043710179285817,0.6043737574552683,0
2024-01-01 00:09:15,192.168.230.233,wdavis,API_CALL,201,2733,5432,HTTPS,266,normal,0,0,1,0,2,0,7.913521017283895,0.6044282039507713,0.027994929220367632,0.20043710179285817,0.39960238568588463,0
2024-01-01 00:09:24,192.168.160.64,wdavis,LOGOUT,204,3672,8080,HTTPS,78,normal,0,0,1,7,2,1,8.208764045819667,0.6269786227943056,0.008134375660257764,0.298525707512224,0.4055666003976143,0
2024-01-01 00:10:04,192.168.35.236,lisa85,API_CALL,200,4680,5432,HTTPS,187,normal,0,0,1,0,2,0,8.45126704130007,0.645500801441556,0.019649271075427847,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:10:15,192.168.240.201,charleshill,FILE_ACCESS,201,3356,27017,HTTP,446,normal,0,0,1,3,1,0,8.118802996980035,0.6201074721324313,0.04701035284174942,0.9999999999999998,0.39960238568588463,0
2024-01-01 00:10:16,192.168.216.153,lisa85,FILE_DOWNLOAD,200,3934,5432,HTTPS,293,normal,0,0,1,4,2,0,8.277666160851503,0.6322413094727314,0.0308472427635749,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:10:20,192.168.2.229,jeffrey86,DB_QUERY,301,973,3306,HTTP,100,normal,0,0,1,2,1,1,6.881411303642535,0.5255965158647887,0.010458482991759983,0.12168469402874499,0.5984095427435387,0
2024-01-01 00:10:25,192.168.120.162,lchapman,FILE_ACCESS,304,840,3306,HTTP,399,normal,0,0,1,3,1,1,6.734591659972948,0.5143825526575034,0.04204521445172195,0.12168469402874499,0.6043737574552683,0
2024-01-01 00:10:42,192.168.102.227,vjones,FILE_ACCESS,304,4322,3306,TCP,252,normal,0,0,1,3,4,1,8.371704884667631,0.6394239095838402,0.026515951827593493,0.12168469402874499,0.6043737574552683,0
2024-01-01 00:10:44,192.168.99.76,qbullock,FILE_ACCESS,200,215,27017,TCP,74,normal,0,0,1,3,4,0,5.375278407684165,0.41055932834396197,0.007711810690893725,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:10:49,192.168.161.55,darrell32,FILE_DOWNLOAD,200,3858,443,HTTPS,81,normal,0,0,1,4,2,0,8.258163361537619,0.630751701757587,0.008451299387280795,0.015631945473403467,0.3976143141153081,0
2024-01-01 00:10:51,192.168.84.68,andrea68,DB_QUERY,201,1835,5432,TCP,363,normal,0,0,1,2,4,0,7.515344571180436,0.5740158156285353,0.03824212972744559,0.20043710179285817,0.39960238568588463,0
2024-01-01 00:11:16,192.168.79.41,jeffrey86,API_CALL,200,768,8080,HTTPS,348,normal,0,0,1,0,2,1,6.645090969505644,0.5075465637881552,0.036657511092330446,0.298525707512224,0.3976143141153081,0
2024-01-01 00:11:33,192.168.242.172,oguerrero,API_CALL,304,3909,27017,HTTPS,402,normal,0,0,1,0,2,0,8.271292652979412,0.6317545062017752,0.04236213817874498,0.9999999999999998,0.6043737574552683,0
2024-01-01 00:12:16,192.168.52.91,jeffrey86,API_CALL,301,3429,5432,TCP,89,normal,0,0,1,0,4,0,8.140315540159985,0.6217505824253429,0.009296429326008873,0.20043710179285817,0.5984095427435387,0
2024-01-01 00:12:21,192.168.80.113,melaniescott,API_CALL,204,4433,80,TCP,428,normal,0,0,1,0,4,0,8.397057390176256,0.6413603130301394,0.04510881047961124,0.002185508964291006,0.4055666003976143,0
2024-01-01 00:13:00,192.168.255.217,patricia70,LOGOUT,204,2305,3306,TCP,305,normal,0,0,1,7,4,1,7.743269700829004,0.5914245489152531,0.03211493767166702,0.12168469402874499,0.4055666003976143,0
2024-01-01 00:13:30,192.168.27.173,darrell32,PAGE_VIEW,200,3398,27017,HTTPS,419,normal,0,0,1,8,2,0,8.131236549696116,0.621057136626971,0.04415803929854215,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:13:55,192.168.72.190,darrell32,LOGIN_SUCCESS,200,4445,443,HTTPS,224,normal,0,0,1,6,2,0,8.399760094524142,0.6415667433575796,0.023557997042045215,0.015631945473403467,0.3976143141153081,0
2024-01-01 00:14:00,192.168.5.175,patricia70,LOGIN_SUCCESS,201,4498,8080,TCP,184,normal,0,0,1,6,4,1,8.411610428841172,0.6424718621121536,0.01933234734840482,0.298525707512224,0.39960238568588463,0
2024-01-01 00:14:30,192.168.127.224,chart,LOGIN_SUCCESS,200,4608,80,HTTP,343,normal,0,0,1,6,1,0,8.435766192720509,0.6443168594205272,0.03612930488062539,0.002185508964291006,0.3976143141153081,0
2024-01-01 00:14:34,192.168.145.89,williamrivera,FILE_ACCESS,304,4695,80,HTTP,382,normal,0,0,1,3,1,0,8.454466361507933,0.6457451628785039,0.04024931333192478,0.002185508964291006,0.6043737574552683,0
2024-01-01 00:14:35,192.168.160.148,plane,API_CALL,200,3521,8080,HTTP,217,normal,0,0,1,0,1,1,8.166784289056151,0.6237722436203017,0.022818508345658146,0.298525707512224,0.3976143141153081,0
2024-01-01 00:14:56,192.168.249.40,jennifer17,FILE_ACCESS,200,579,5432,TCP,287,normal,0,0,1,3,4,0,6.363028103540465,0.4860028348836409,0.03021339530952884,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:15:18,192.168.179.165,andrea68,FILE_DOWNLOAD,201,4492,8080,HTTP,69,normal,0,0,1,4,1,1,8.41027590907016,0.6423699325934769,0.007183604479188675,0.298525707512224,0.39960238568588463,0
2024-01-01 00:15:54,192.168.91.238,cooklee,FILE_ACCESS,200,1797,5432,HTTP,395,normal,0,0,1,3,1,0,7.494430215031565,0.5724183943673496,0.04162264948235791,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:15:56,192.168.80.113,plane,FILE_DOWNLOAD,200,2886,5432,HTTP,170,normal,0,0,1,4,1,0,7.967973179662935,0.6085872151717077,0.01785336995563068,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:16:06,192.168.47.111,oguerrero,PAGE_VIEW,204,1165,5432,HTTP,310,normal,0,0,1,8,1,0,7.061334366910438,0.5393388909394006,0.03264314388337207,0.20043710179285817,0.4055666003976143,0
2024-01-01 00:16:16,192.168.2.161,patricia70,LOGOUT,200,2920,8080,HTTP,62,normal,0,0,1,7,1,1,7.979681302387741,0.6094814719222406,0.006444115782801606,0.298525707512224,0.3976143141153081,0
2024-01-01 00:16:20,192.168.25.73,matthewpowell,API_CALL,301,3955,8080,TCP,14,normal,0,0,1,0,4,1,8.282988692742602,0.6326478400656724,0.001373336150433129,0.298525707512224,0.5984095427435387,0
2024-01-01 00:16:28,192.168.99.93,mccallemily,FILE_ACCESS,200,4230,3306,TCP,153,normal,0,0,1,3,4,1,8.350193650720067,0.6377808992890178,0.016057468835833512,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:16:36,192.168.138.158,wdavis,API_CALL,301,3908,3306,TCP,313,normal,0,0,1,0,4,1,8.271036865792954,0.6317349693875851,0.0329600676103951,0.12168469402874499,0.5984095427435387,0
2024-01-01 00:16:40,192.168.116.58,kentfinley,PAGE_VIEW,200,2789,8080,HTTP,405,normal,0,0,1,8,1,1,7.933796874815411,0.6059768572145423,0.04267906190576801,0.298525707512224,0.3976143141153081,0
2024-01-01 00:16:43,192.168.54.223,darrell32,FILE_ACCESS,301,4258,5432,HTTP,88,normal,0,0,1,3,1,0,8.356789669923213,0.6382846977917923,0.009190788083667864,0.20043710179285817,0.5984095427435387,0
2024-01-01 00:17:03,192.168.204.248,jeffrey86,FILE_ACCESS,304,3626,80,HTTP,60,normal,0,0,1,3,1,0,8.196161139282902,0.6260160231947167,0.0062328332981195856,0.002185508964291006,0.6043737574552683,0
2024-01-01 00:17:22,192.168.62.141,williamrivera,LOGIN_SUCCESS,301,3520,3306,TCP,168,normal,0,0,1,6,4,1,8.166500319155052,0.6237505542336276,0.01764208747094866,0.12168469402874499,0.5984095427435387,0
2024-01-01 00:17:30,192.168.7.249,lisa85,DB_QUERY,301,1462,3306,HTTPS,256,normal,0,0,1,2,2,1,7.288244401020124,0.5566700920666581,0.026938516796957534,0.12168469402874499,0.5984095427435387,0
2024-01-01 00:17:42,192.168.195.38,vjones,PAGE_VIEW,200,2287,443,HTTPS,359,normal,0,0,1,8,2,0,7.7354333524996886,0.5908260150975155,0.037819564758081556,0.015631945473403467,0.3976143141153081,0
2024-01-01 00:17:45,192.168.139.112,matthewpowell,LOGIN_SUCCESS,200,3412,27017,HTTP,440,normal,0,0,1,6,1,0,8.135346948906706,0.621371085526197,0.04637650538770336,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:17:55,192.168.248.55,mccallemily,LOGOUT,204,4777,5432,HTTPS,134,normal,0,0,1,7,2,0,8.471777327885755,0.6470673602030005,0.01405028523135432,0.20043710179285817,0.4055666003976143,0
2024-01-01 00:18:00,192.168.75.111,qross,LOGIN_SUCCESS,200,426,8080,HTTP,359,normal,0,0,1,6,1,1,6.056784013228625,0.4626121640212723,0.037819564758081556,0.298525707512224,0.3976143141153081,0
2024-01-01 00:18:15,192.168.114.178,qbullock,FILE_DOWNLOAD,201,2058,3306,TCP,403,normal,0,0,1,4,4,1,7.629975707027789,0.5827712471748374,0.04246777942108599,0.12168469402874499,0.39960238568588463,0
2024-01-01 00:18:24,192.168.30.59,lisa85,LOGIN_SUCCESS,301,680,5432,HTTP,152,normal,0,0,1,6,1,0,6.523562306149512,0.4982643047835412,0.0159518275934925,0.20043710179285817,0.5984095427435387,0
2024-01-01 00:18:51,192.168.43.62,patricia70,FILE_DOWNLOAD,200,2068,27017,HTTPS,340,normal,0,0,1,4,2,0,7.634820677745543,0.583141302039509,0.035812381153602364,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:19:00,192.168.185.225,melaniescott,DB_QUERY,200,574,443,TCP,494,normal,0,0,1,2,4,0,6.354370040797351,0.4853415391971716,0.05208113247411789,0.015631945473403467,0.3976143141153081,0
2024-01-01 00:20:00,192.168.115.207,jennifer17,LOGOUT,200,2105,3306,TCP,445,normal,0,0,1,7,4,1,7.652545692693921,0.5844951240520934,0.04690471159940841,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:20:01,192.168.159.16,umason,API_CALL,200,3279,3306,HTTPS,404,normal,0,0,1,0,2,1,8.09559870137819,0.6183351471858073,0.042573420663427,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:20:24,192.168.161.240,charleshill,LOGOUT,201,2673,443,HTTPS,212,normal,0,0,1,7,2,0,7.891330757661889,0.6027333302353625,0.022290302133953097,0.015631945473403467,0.39960238568588463,0
2024-01-01 00:20:32,192.168.17.215,cooklee,LOGIN_SUCCESS,304,497,80,HTTPS,80,normal,0,0,1,6,2,0,6.210600077024653,0.47436050802338636,0.008345658144939785,0.002185508964291006,0.6043737574552683,0
2024-01-01 00:20:36,192.168.110.214,cooklee,FILE_ACCESS,200,2133,8080,HTTPS,272,normal,0,0,1,3,2,1,7.665753431861699,0.5855039202688462,0.028628776674413693,0.298525707512224,0.3976143141153081,0
2024-01-01 00:20:39,192.168.124.112,umason,FILE_DOWNLOAD,200,3342,8080,TCP,183,normal,0,0,1,4,4,1,8.114623886420098,0.6197882751170526,0.01922670610606381,0.298525707512224,0.3976143141153081,0
2024-01-01 00:20:45,192.168.97.234,melaniescott,PAGE_VIEW,200,3581,27017,TCP,393,normal,0,0,1,8,4,0,8.183676582620658,0.6250624630608647,0.04141136699767589,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:21:01,192.168.121.14,lchapman,DB_QUERY,200,4991,27017,HTTP,232,normal,0,0,1,2,1,0,8.515591910049263,0.6504138818267001,0.024403126980773297,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:21:08,192.168.203.135,jeffrey86,LOGIN_SUCCESS,200,1372,80,TCP,486,normal,0,0,1,6,4,0,7.224753405767971,0.5518207022509882,0.05123600253538981,0.002185508964291006,0.3976143141153081,0
2024-01-01 00:21:24,192.168.50.112,qbullock,DB_QUERY,200,4979,3306,HTTPS,25,normal,0,0,1,2,2,1,8.513185170018698,0.6502300570095456,0.0025353898161842386,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:22:03,192.168.158.49,mccallemily,LOGOUT,201,365,443,HTTPS,53,normal,0,0,1,7,2,0,5.902633333401366,0.45083826232286506,0.005493344601732516,0.015631945473403467,0.39960238568588463,0
2024-01-01 00:22:06,192.168.242.207,plane,LOGOUT,200,3631,8080,HTTPS,220,normal,0,0,1,7,2,1,8.197538739721184,0.6261212431792033,0.023135432072681178,0.298525707512224,0.3976143141153081,0
2024-01-01 00:22:31,192.168.230.242,melaniescott,DB_QUERY,200,3780,27017,TCP,59,normal,0,0,1,2,4,0,8.237743803890933,0.629192072797621,0.006127192055778575,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:22:39,192.168.216.21,lchapman,FILE_DOWNLOAD,200,1311,5432,HTTPS,173,normal,0,0,1,4,2,0,7.179307969504034,0.5483496173371076,0.01817029368265371,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:22:42,192.168.163.171,williamrivera,PAGE_VIEW,200,4541,8080,HTTPS,445,normal,0,0,1,8,2,1,8.421122722665503,0.6431984032635747,0.04690471159940841,0.298525707512224,0.3976143141153081,0
2024-01-01 00:22:48,192.168.145.174,lchapman,API_CALL,200,2626,80,HTTP,212,normal,0,0,1,0,1,0,7.87359778968554,0.6013789007770656,0.022290302133953097,0.002185508964291006,0.3976143141153081,0
2024-01-01 00:23:00,192.168.33.80,vanderson,PAGE_VIEW,204,4406,3306,HTTPS,431,normal,0,0,1,8,2,1,8.390949464841986,0.640893794734226,0.04542573420663427,0.12168469402874499,0.4055666003976143,0
2024-01-01 00:23:04,192.168.3.128,patricia70,FILE_DOWNLOAD,200,3214,5432,TCP,127,normal,0,0,1,4,4,0,8.07558263667172,0.616806336683596,0.01331079653496725,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:23:10,192.168.192.150,penny16,PAGE_VIEW,200,2192,443,HTTP,155,normal,0,0,1,8,1,0,7.693025748417888,0.5875869572984607,0.016268751320515532,0.015631945473403467,0.3976143141153081,0
2024-01-01 00:23:27,192.168.41.36,qross,LOGOUT,200,1351,27017,HTTP,42,normal,0,0,1,7,1,0,7.20934025660291,0.550643458638857,0.004331290935981407,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:23:45,192.168.89.158,umason,FILE_ACCESS,200,103,8080,HTTPS,117,normal,0,0,1,3,2,1,4.6443908991413725,0.3547347436725233,0.012254384111557153,0.298525707512224,0.3976143141153081,0
2024-01-01 00:23:51,192.168.97.88,patricia70,PAGE_VIEW,200,4479,27017,HTTPS,474,normal,0,0,1,8,2,0,8.40737832540903,0.642148617544933,0.049968307627297696,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:24:00,192.168.153.239,lchapman,LOGIN_SUCCESS,304,1200,8080,HTTP,465,normal,0,0,1,6,1,1,7.0909098220799835,0.5415978397954296,0.0490175364462286,0.298525707512224,0.6043737574552683,0
2024-01-01 00:24:13,192.168.81.92,andrea68,DB_QUERY,301,1826,8080,TCP,278,normal,0,0,1,2,4,1,7.510430556378006,0.5736404872336611,0.02926262412845975,0.298525707512224,0.5984095427435387,0
2024-01-01 00:25:12,192.168.167.104,gkim,FILE_ACCESS,200,1671,3306,TCP,491,normal,0,0,1,3,4,1,7.421775793644647,0.5668691096264531,0.051764208747094864,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:25:12,192.168.165.219,qbullock,DB_QUERY,304,2384,3306,HTTP,394,normal,0,0,1,2,1,1,7.776954403322442,0.5939973586903528,0.0415170082400169,0.12168469402874499,0.6043737574552683,0
2024-01-01 00:25:48,192.168.120.111,gkim,API_CALL,200,2706,27017,HTTPS,217,normal,0,0,1,0,2,0,7.903596289614301,0.6036701614426475,0.022818508345658146,0.9999999999999998,0.3976143141153081,0
2024-01-01 00:25:54,192.168.108.117,rebecca62,FILE_ACCESS,301,3205,8080,HTTPS,139,normal,0,0,1,3,2,1,8.072779333169498,0.6165922226757761,0.01457849144305937,0.298525707512224,0.5984095427435387,0
2024-01-01 00:26:08,192.168.55.64,jennifer17,LOGOUT,200,1248,3306,HTTP,152,normal,0,0,1,7,1,1,7.130098510125578,0.5445910394443408,0.0159518275934925,0.12168469402874499,0.3976143141153081,0
2024-01-01 00:26:24,192.168.218.144,kentfinley,LOGIN_SUCCESS,200,1321,5432,HTTP,437,normal,0,0,1,6,1,0,7.186901020411631,0.5489295682985775,0.046059581660680325,0.20043710179285817,0.3976143141153081,0
2024-01-01 00:26:28,192.168.139.9,darrell32,FILE_ACCESS,201,3362,80,TCP,370,normal,0,0,1,3,4,0,8.12058871174027,0.6202438635519953,0.03898161842383266,0.002185508964291006,0.39960238568588463,0
2024-01-01 00:26:40,192.168.91.58,wdavis,API_CALL,304,3384,80,HTTPS,453,normal,0,0,1,0,2,0,8.127109185346375,0.6207418919444188,0.04774984153813649,0.002185508964291006,0.6043737574552683,0
2024-01-01 00:26:42,192.168.47.15,adamspaul,PAGE_VIEW,301,1876,5432,TCP,72,normal,0,0,1,8,4,0,7.537430036586509,0.5757026852482221,0.007500528206211705,0.20043710179285817,0.5984095427435387,0
