timestamp,ip_address,user,action,status_code,bytes_sent,port,protocol,duration_ms,label,hour,day_of_week,is_night,action_enc,protocol_enc,sensitive_port,bytes_log,bytes_log_scaled,duration_ms_scaled,port_scaled,status_code_scaled,label_enc,is_failed_login,is_large_transfer,is_odd_hour,is_conn_attempt,is_anon_user,is_client_error,is_server_error,is_success,ip_request_count,ip_failed_logins,ip_large_transfers,ip_conn_attempts,ip_unique_ports,ip_unique_actions,ip_avg_bytes,ip_max_bytes,ip_avg_duration,ip_min_duration,ip_error_rate,ip_requests_per_hour,ip_failures_per_hour,ip_ports_per_hour,heuristic_risk_score
2024-01-01 00:02:26,192.168.42.165,plane,LOGOUT,301,1588,80,HTTPS,204,normal,0,0,1,7,2,0,7.370860166536716,0.5629802160506784,0.021445172195225,0.002185508964291,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005210975857169583,0.003165235167081554,0.03456986348025998,0.08938793483047115,0.0,0.0,0.0,0.0,0.1008
2024-01-01 00:02:36,192.168.3.195,wdavis,LOGOUT,201,2887,8080,HTTP,120,normal,0,0,1,7,1,1,7.968319500012717,0.6086136668341918,0.0125713078385801,0.298525707512224,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.009547891309798547,0.005842084439242321,0.02026509238497999,0.05239982386613826,0.0,0.0,0.0,0.0,0.1514
2024-01-01 00:02:38,192.168.159.148,lchapman,FILE_DOWNLOAD,200,1724,80,TCP,363,normal,0,0,1,4,4,0,7.45298232946546,0.569252639076429,0.0382421297274455,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.005665033210177696,0.0034454903641669,0.061646751624897106,0.15940114487010126,0.0,0.0,0.0,0.0,0.1008
2024-01-01 00:03:12,192.168.134.192,umason,FILE_DOWNLOAD,301,3371,8080,HTTP,80,normal,0,0,1,4,1,1,8.123261319121745,0.6204479950979814,0.0083456581449397,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011163801301386245,0.006839463228869582,0.013453296625322849,0.034786437692646416,0.0,0.0,0.0,0.0,0.1517
2024-01-01 00:03:16,192.168.172.27,lisa85,FILE_DOWNLOAD,200,2917,5432,HTTPS,423,normal,0,0,1,4,2,0,7.978653729082731,0.6094029867213018,0.0445806042679061,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.009648051020020925,0.005903905438599383,0.07186444526438282,0.18582122413033905,0.0,0.0,0.0,0.0,0.1014
2024-01-01 00:03:24,192.168.95.18,adamspaul,LOGIN_SUCCESS,201,2026,3306,HTTP,492,normal,0,0,1,6,1,1,7.614312146452,0.5815748773458296,0.0518698499894358,0.1216846940287449,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0066733076264163015,0.004067821757694654,0.08361479294979138,0.2162043152796125,0.0,0.0,0.0,0.0,0.151
2024-01-01 00:03:46,192.168.122.182,greed,FILE_ACCESS,200,4624,3306,HTTP,125,normal,0,0,1,3,1,1,8.439231649946526,0.6445815481832682,0.0130995140502852,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01534713853167423,0.009421520302016189,0.02111656685493713,0.05460149713782475,0.0,0.0,0.0,0.0,0.1523
2024-01-01 00:04:26,192.168.37.138,jennifer17,API_CALL,200,2959,80,HTTP,199,normal,0,0,1,0,1,0,7.992944547318106,0.6104945076233287,0.0209169659835199,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.009788274614332255,0.005990454837699269,0.033718389010302836,0.08718626155878467,0.0,0.0,0.0,0.0,0.1015
2024-01-01 00:04:46,192.168.159.103,lchapman,PAGE_VIEW,200,4339,3306,HTTP,136,normal,0,0,1,8,1,1,8.375629627094451,0.6397236781711518,0.0142615677160363,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.5,0.008835088038715957,0.008834220808124104,0.05304685947832997,0.05944517833553501,0.0,0.0,0.0,0.0,0.1565
2024-01-01 00:04:47,192.168.79.70,christensenkeith,API_CALL,200,2908,443,TCP,334,normal,0,0,1,0,4,0,7.975564658495202,0.6091670460593613,0.0351785336995563,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.02564102564102564,0.0,0.0,0.0,0.0,0.5,0.00701218131266868,0.005885359138792265,0.06445661737575568,0.14663143989431968,0.0,0.0,0.0,0.0,0.1011
2024-01-01 00:04:58,192.168.25.202,rebecca62,LOGOUT,304,4725,443,HTTP,434,normal,0,0,1,7,1,0,8.460834457746854,0.6462315528133851,0.0457426579336572,0.0156319454734034,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015684342889422904,0.00962965099985163,0.07373768909828854,0.1906649053280493,0.0,0.0,0.0,0.0,0.1024
2024-01-01 00:05:04,192.168.67.4,williamrivera,DB_QUERY,301,4923,8080,HTTP,99,normal,0,0,1,2,1,1,8.501876487304344,0.6493663091573371,0.0103528417494189,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016345396976890598,0.010037669595608237,0.01668889961115999,0.04315279612505504,0.0,0.0,0.0,0.0,0.1525
2024-01-01 00:05:15,192.168.221.189,rebecca62,API_CALL,200,848,443,TCP,438,normal,0,0,1,0,4,0,6.744059186311348,0.5151056745052975,0.0461652229030213,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.5,0.00328624009239622,0.0023141660759326724,0.042147986262878544,0.02553940995156319,0.0,0.0,0.0,0.0,0.1056
2024-01-01 00:05:33,192.168.153.118,rebecca62,DB_QUERY,304,176,3306,TCP,298,normal,0,0,1,2,4,1,5.176149732573829,0.3953500444879942,0.0313754489752799,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004967921627029947,0.0002555267973425213,0.05057758351545425,0.130779392338177,0.0,0.0,0.0,0.0,0.1501
2024-01-01 00:05:36,192.168.185.148,jennifer17,PAGE_VIEW,200,1966,8080,HTTP,447,normal,0,0,1,8,1,1,7.584264818389059,0.5792798872276588,0.0471159940840904,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.006472988205971545,0.00394417975898053,0.0759515227201771,0.19638925583443417,0.0,0.0,0.0,0.0,0.151
2024-01-01 00:05:45,192.168.32.87,kentfinley,API_CALL,200,4920,443,HTTP,46,normal,0,0,1,0,1,0,8.501267040865978,0.6493197601413755,0.0047538559053454,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01633538100586836,0.01003148749567253,0.007663270229614281,0.019815059445178335,0.0,0.0,0.0,0.0,0.1025
2024-01-01 00:05:52,192.168.166.44,wdavis,API_CALL,200,3064,80,HTTPS,442,normal,0,0,1,0,2,0,8.027802848370312,0.6131569558877287,0.0465877878723853,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010138833600110577,0.006206828335448985,0.07510004825021996,0.19418758256274768,0.0,0.0,0.0,0.0,0.1015
2024-01-01 00:06:24,192.168.77.39,wdavis,API_CALL,304,797,443,HTTP,295,normal,0,0,1,0,1,0,6.682108597449809,0.510373939658383,0.0310585252482569,0.0156319454734034,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025700981643062178,0.0015352214840336966,0.050066698833479965,0.12945838837516513,0.0,0.0,0.0,0.0,0.1004
2024-01-01 00:06:37,192.168.22.220,cooklee,LOGIN_SUCCESS,200,3964,8080,HTTPS,481,normal,0,0,1,6,2,1,8.285261134068948,0.6328214072586409,0.0507077963236847,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.013143624906781917,0.008061458316160834,0.08174154911588567,0.21136063408190225,0.0,0.0,0.0,0.0,0.152
2024-01-01 00:06:44,192.168.212.14,vanderson,API_CALL,200,3263,80,HTTPS,124,normal,0,0,1,0,2,0,8.090708716083997,0.6179616541449398,0.0129938728079442,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010803226344585684,0.0066169076311841605,0.020946271960945704,0.05416116248348745,0.0,0.0,0.0,0.0,0.1016
2024-01-01 00:06:46,192.168.163.239,oguerrero,DB_QUERY,204,2846,443,HTTP,29,normal,0,0,1,2,1,0,7.954021087278037,0.607521565870576,0.0029579547855482,0.0156319454734034,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00941100637249463,0.0057575957401210034,0.004768257031759997,0.012329370321444297,0.0,0.0,0.0,0.0,0.1014
2024-01-01 00:06:52,192.168.84.203,christensenkeith,API_CALL,204,4762,8080,HTTPS,73,normal,0,0,1,0,2,1,8.46863300080086,0.6468271990953967,0.0076061694485527,0.298525707512224,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01580787319869717,0.009705896899058672,0.012261232367382848,0.03170409511228534,0.0,0.0,0.0,0.0,0.1524
2024-01-01 00:07:00,192.168.199.224,matthewpowell,LOGIN_SUCCESS,201,3158,8080,TCP,18,normal,0,0,1,6,4,1,8.058010800802085,0.615464214362621,0.0017959011197971,0.298525707512224,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010452667358807361,0.006400534133434444,0.0028950131978542843,0.007485689123734037,0.0,0.0,0.0,0.0,0.1516
2024-01-01 00:07:09,192.168.252.24,jeffrey86,LOGIN_SUCCESS,301,1352,27017,HTTP,415,normal,0,0,1,6,1,0,7.210079628170788,0.5506999312289782,0.0437354743291781,0.9999999999999998,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00442305280342021,0.0026789099721393358,0.07050208611245139,0.18229854689564068,0.0,0.0,0.0,0.0,0.1007
2024-01-01 00:07:12,192.168.82.139,jeffrey86,API_CALL,304,2755,3306,HTTP,67,normal,0,0,1,0,1,1,7.921535632133549,0.6050403536182019,0.0069723219945066,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009107188584820085,0.00557007204207125,0.011239463003434279,0.02906208718626156,0.0,0.0,0.0,0.0,0.1514
2024-01-01 00:07:12,192.168.155.127,oguerrero,LOGIN_SUCCESS,200,4503,443,HTTPS,242,normal,0,0,1,6,2,0,8.412721169819527,0.6425566995913408,0.0254595394041833,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.014943161033777306,0.009172175604609374,0.04104106945193426,0.10612065169528842,0.0,0.0,0.0,0.0,0.1022
2024-01-01 00:07:14,192.168.205.232,vjones,LOGOUT,200,3298,8080,HTTPS,156,normal,0,0,1,7,2,1,8.101374671228582,0.6187763109958384,0.0163743925628565,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010920079339845125,0.006689032130434066,0.026395708568671416,0.06825187142228094,0.0,0.0,0.0,0.0,0.1516
2024-01-01 00:07:28,192.168.104.69,mccallemily,LOGOUT,304,3689,27017,HTTPS,72,normal,0,0,1,7,2,0,8.213381737034572,0.6273313182381326,0.0075005282062117,0.9999999999999998,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012225494229743452,0.0074947658220544345,0.012090937473391421,0.03126376045794804,0.0,0.0,0.0,0.0,0.1018
2024-01-01 00:08:05,192.168.231.71,jennifer17,DB_QUERY,301,4820,443,HTTPS,412,normal,0,0,1,2,2,0,8.480736654405622,0.6477516661680928,0.043418550602155,0.0156319454734034,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016001515305127098,0.009825417497815658,0.0699912014304771,0.1809775429326288,0.0,0.0,0.0,0.0,0.1024
2024-01-01 00:08:07,192.168.19.137,jennifer17,PAGE_VIEW,200,215,8080,TCP,107,normal,0,0,1,8,4,1,5.375278407684165,0.4105593283439619,0.011197971688147,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006269997859920859,0.0003358940965067014,0.01805125876309142,0.04667547335975342,0.0,0.0,0.0,0.0,0.1501
2024-01-01 00:08:08,192.168.46.242,vanderson,API_CALL,200,2072,443,TCP,190,normal,0,0,1,0,4,0,7.636752112435779,0.5832888234270579,0.0199661948024508,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.5,0.009108857913323791,0.006979590827412255,0.023160105582834274,0.036547776309995596,0.0,0.0,0.0,0.0,0.1065
2024-01-01 00:08:20,192.168.28.59,melaniescott,LOGIN_SUCCESS,301,3386,8080,HTTP,118,normal,0,0,1,6,1,1,8.127699852817772,0.6207870066383823,0.0123600253538981,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011213881156497433,0.006870373728548112,0.019924502596997132,0.05151915455746368,0.0,0.0,0.0,0.0,0.1517
2024-01-01 00:08:20,192.168.80.1,plane,FILE_DOWNLOAD,201,3949,8080,HTTP,128,normal,0,0,1,4,1,1,8.281470857895167,0.6325319090927559,0.0134164377773082,0.298525707512224,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.013093545051670727,0.008030547816482303,0.021627451536911417,0.05592250110083664,0.0,0.0,0.0,0.0,0.152
2024-01-01 00:08:28,192.168.150.92,williamrivera,FILE_DOWNLOAD,200,4451,3306,TCP,359,normal,0,0,1,4,4,1,8.401108712395436,0.6416697496775201,0.0378195647580815,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.014769550869391851,0.0090650192057238,0.06096557204893139,0.1576398062527521,0.0,0.0,0.0,0.0,0.1522
2024-01-01 00:08:32,192.168.225.81,plane,LOGOUT,200,1770,3306,TCP,406,normal,0,0,1,7,4,1,7.479299637782834,0.5712627333649697,0.042784703148109,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.005818611432518676,0.003540282563181061,0.06896943206652853,0.178335535006605,0.0,0.0,0.0,0.0,0.1509
2024-01-01 00:08:32,192.168.80.130,cooklee,FILE_DOWNLOAD,301,1454,80,HTTPS,174,normal,0,0,1,4,2,0,7.282761179605593,0.5562512881405409,0.0182759349249947,0.002185508964291,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004763595818176296,0.0028891013699533456,0.029461016660517127,0.07617789520035227,0.0,0.0,0.0,0.0,0.1007
2024-01-01 00:08:39,192.168.174.91,melaniescott,PAGE_VIEW,304,2491,5432,TCP,201,normal,0,0,1,8,4,0,7.820840879907344,0.5973493715506211,0.0211282484682019,0.2004371017928581,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00822578313486316,0.0050260472477291086,0.03405897879828569,0.08806693086745927,0.0,0.0,0.0,0.0,0.1012
2024-01-01 00:09:15,192.168.230.233,wdavis,API_CALL,201,2733,5432,HTTPS,266,normal,0,0,1,0,2,0,7.913521017283895,0.6044282039507713,0.0279949292203676,0.2004371017928581,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.009033738130657007,0.005524736642542738,0.045128146907728546,0.11668868339938353,0.0,0.0,0.0,0.0,0.1014
2024-01-01 00:09:24,192.168.160.64,wdavis,LOGOUT,204,3672,8080,HTTPS,78,normal,0,0,1,7,2,1,8.208764045819667,0.6269786227943056,0.0081343756602577,0.298525707512224,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012168737060617437,0.007459733922418767,0.013112706837339992,0.03390576838397182,0.0,0.0,0.0,0.0,0.1518
2024-01-01 00:10:04,192.168.35.236,lisa85,API_CALL,200,4680,5432,HTTPS,187,normal,0,0,1,0,2,0,8.45126704130007,0.645500801441556,0.0196492710754278,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015534103324089336,0.009536919500816038,0.031674850282405694,0.08190224570673713,0.0,0.0,0.0,0.0,0.1023
2024-01-01 00:10:15,192.168.240.201,charleshill,FILE_ACCESS,201,3356,27017,HTTP,446,normal,0,0,1,3,1,0,8.118802996980035,0.6201074721324313,0.0470103528417494,0.9999999999999998,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.011113721446275055,0.006808552729191051,0.07578122782618567,0.19594892118009688,0.0,0.0,0.0,0.0,0.1017
2024-01-01 00:10:16,192.168.216.153,lisa85,FILE_DOWNLOAD,200,3934,5432,HTTPS,293,normal,0,0,1,4,2,0,8.277666160851503,0.6322413094727314,0.0308472427635749,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.013043465196559538,0.007999637316803773,0.04972610904549711,0.12857771906649054,0.0,0.0,0.0,0.0,0.102
2024-01-01 00:10:20,192.168.2.229,jeffrey86,DB_QUERY,301,973,3306,HTTP,100,normal,0,0,1,2,1,1,6.881411303642535,0.5255965158647887,0.0104584829917599,0.1216846940287449,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031577017976108356,0.0018979046802617913,0.016859194505151418,0.04359313077939234,0.0,0.0,0.0,0.0,0.1505
2024-01-01 00:10:25,192.168.120.162,lchapman,FILE_ACCESS,304,840,3306,HTTP,399,normal,0,0,1,3,1,1,6.734591659972948,0.5143825526575034,0.0420452144517219,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027136604156249595,0.0016238315831121515,0.06777736780858853,0.17525319242624393,0.0,0.0,0.0,0.0,0.1504
2024-01-01 00:10:42,192.168.102.227,vjones,FILE_ACCESS,304,4322,3306,TCP,252,normal,0,0,1,3,4,1,8.371704884667631,0.6394239095838402,0.0265159518275934,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014338864115435626,0.008799188908488435,0.04274401839184854,0.11052399823866138,0.0,0.0,0.0,0.0,0.1522
2024-01-01 00:10:44,192.168.99.76,qbullock,FILE_ACCESS,200,215,27017,TCP,74,normal,0,0,1,3,4,0,5.375278407684165,0.4105593283439619,0.0077118106908937,0.9999999999999998,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006269997859920859,0.0003358940965067014,0.012431527261374278,0.032144429766622636,0.0,0.0,0.0,0.0,0.1001
2024-01-01 00:10:49,192.168.161.55,darrell32,FILE_DOWNLOAD,200,3858,443,HTTPS,81,normal,0,0,1,4,2,0,8.258163361537619,0.630751701757587,0.0084512993872807,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01278972726399618,0.007843024118432549,0.013623591519314276,0.03522677234698371,0.0,0.0,0.0,0.0,0.1019
2024-01-01 00:10:51,192.168.84.68,andrea68,DB_QUERY,201,1835,5432,TCP,363,normal,0,0,1,2,4,0,7.515344571180436,0.5740158156285353,0.0382421297274455,0.2004371017928581,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.006035624138000495,0.0036742280617880277,0.061646751624897106,0.15940114487010126,0.0,0.0,0.0,0.0,0.1009
2024-01-01 00:11:16,192.168.79.41,jeffrey86,API_CALL,200,768,8080,HTTPS,348,normal,0,0,1,0,2,1,6.645090969505644,0.5075465637881552,0.0366575110923304,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.002473277111091253,0.0014754611846552036,0.05909232821502568,0.15279612505504184,0.0,0.0,0.0,0.0,0.1504
2024-01-01 00:11:33,192.168.242.172,oguerrero,API_CALL,304,3909,27017,HTTPS,402,normal,0,0,1,0,2,0,8.271292652979412,0.6317545062017752,0.0423621381787449,0.9999999999999998,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012959998771374224,0.007948119817339554,0.06828825249056282,0.17657419638925584,0.0,0.0,0.0,0.0,0.1019
2024-01-01 00:12:16,192.168.52.91,jeffrey86,API_CALL,301,3429,5432,TCP,89,normal,0,0,1,0,4,0,8.140315540159985,0.6217505824253429,0.0092964293260088,0.2004371017928581,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011357443407816175,0.006958983827626567,0.014985950671245704,0.03874944958168208,0.0,0.0,0.0,0.0,0.1017
2024-01-01 00:12:21,192.168.80.113,melaniescott,API_CALL,204,4433,80,TCP,428,normal,0,0,1,0,4,0,8.397057390176256,0.6413603130301394,0.0451088104796112,0.002185508964291,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.05128205128205129,0.0,0.0,0.0,0.05128205128205129,1.0,0.012065238693387647,0.009027926606109564,0.06073851219027616,0.07441655658300309,0.0,0.02564102564102564,0.0,0.02564102564102564,0.1172
2024-01-01 00:13:00,192.168.255.217,patricia70,LOGOUT,204,2305,3306,TCP,305,normal,0,0,1,7,4,1,7.743269700829004,0.5914245489152531,0.032114937671667,0.1216846940287449,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0076047929314844165,0.004642757051715326,0.05176964777339425,0.1338617349185381,0.0,0.0,0.0,0.0,0.1511
2024-01-01 00:13:30,192.168.27.173,darrell32,PAGE_VIEW,200,3398,27017,HTTPS,419,normal,0,0,1,8,2,0,8.131236549696116,0.621057136626971,0.0441580392985421,0.9999999999999998,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.011253945040586385,0.006895102128290937,0.07118326568841711,0.18405988551298988,0.0,0.0,0.0,0.0,0.1017
