timestamp,ip_address,user,action,status_code,bytes_sent,port,protocol,duration_ms,label,hour,day_of_week,is_night,action_enc,protocol_enc,sensitive_port,bytes_log,bytes_log_scaled,duration_ms_scaled,port_scaled,status_code_scaled,label_enc,is_failed_login,is_large_transfer,is_odd_hour,is_conn_attempt,is_anon_user,is_client_error,is_server_error,is_success,ip_request_count,ip_failed_logins,ip_large_transfers,ip_conn_attempts,ip_unique_ports,ip_unique_actions,ip_avg_bytes,ip_max_bytes,ip_avg_duration,ip_min_duration,ip_error_rate,ip_requests_per_hour,ip_failures_per_hour,ip_ports_per_hour,heuristic_risk_score,score_raw,anomaly_score,prediction,threat_type,severity,confidence,description,rule_matched,final_risk
2024-01-01 00:02:38,192.168.159.148,lchapman,FILE_DOWNLOAD,200,1724,80,TCP,363,normal,0,0,1,4,4,0,7.45298232946546,0.569252639076429,0.0382421297274455,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0056650332101776,0.0034454903641669,0.0616467516248971,0.1594011448701012,0.0,0.0,0.0,0.0,0.1008,0.22055,0.0765,0,NORMAL,NORMAL,0.9235,No threat detected.,none,0.4153
2024-01-01 00:03:12,192.168.134.192,umason,FILE_DOWNLOAD,301,3371,8080,HTTP,80,normal,0,0,1,4,1,1,8.123261319121745,0.6204479950979814,0.0083456581449397,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111638013013862,0.0068394632288695,0.0134532966253228,0.0347864376926464,0.0,0.0,0.0,0.0,0.1517,0.162808,0.2343,0,NORMAL,NORMAL,0.7657,No threat detected.,none,0.4469
2024-01-01 00:03:16,192.168.172.27,lisa85,FILE_DOWNLOAD,200,2917,5432,HTTPS,423,normal,0,0,1,4,2,0,7.978653729082731,0.6094029867213018,0.0445806042679061,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0096480510200209,0.0059039054385993,0.0718644452643828,0.185821224130339,0.0,0.0,0.0,0.0,0.1014,0.217911,0.0837,0,NORMAL,NORMAL,0.9163,No threat detected.,none,0.4167
2024-01-01 00:03:24,192.168.95.18,adamspaul,LOGIN_SUCCESS,201,2026,3306,HTTP,492,normal,0,0,1,6,1,1,7.614312146452,0.5815748773458296,0.0518698499894358,0.1216846940287449,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0066733076264163,0.0040678217576946,0.0836147929497913,0.2162043152796125,0.0,0.0,0.0,0.0,0.151,0.171867,0.2095,0,NORMAL,NORMAL,0.7905,No threat detected.,none,0.4419
2024-01-01 00:03:46,192.168.122.182,greed,FILE_ACCESS,200,4624,3306,HTTP,125,normal,0,0,1,3,1,1,8.439231649946526,0.6445815481832682,0.0130995140502852,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0153471385316742,0.0094215203020161,0.0211165668549371,0.0546014971378247,0.0,0.0,0.0,0.0,0.1523,0.184903,0.1739,0,NORMAL,NORMAL,0.8261,No threat detected.,none,0.4348
2024-01-01 00:04:26,192.168.37.138,jennifer17,API_CALL,200,2959,80,HTTP,199,normal,0,0,1,0,1,0,7.992944547318106,0.6104945076233287,0.0209169659835199,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0097882746143322,0.0059904548376992,0.0337183890103028,0.0871862615587846,0.0,0.0,0.0,0.0,0.1015,0.231011,0.0479,0,NORMAL,NORMAL,0.9521,No threat detected.,none,0.4096
2024-01-01 00:04:46,192.168.159.103,lchapman,PAGE_VIEW,200,4339,3306,HTTP,136,normal,0,0,1,8,1,1,8.375629627094451,0.6397236781711518,0.0142615677160363,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.5,0.0088350880387159,0.0088342208081241,0.0530468594783299,0.059445178335535,0.0,0.0,0.0,0.0,0.1565,0.058656,0.5189,0,SUSPICIOUS_ACTIVITY,MEDIUM,0.6557,Sensitive port activity during off-hours from 192.168.159.103. Warrants investigation.,is_odd_hour=1 AND sensitive_port=1 AND anomaly_score > 0.5,0.5736
2024-01-01 00:04:47,192.168.79.70,christensenkeith,API_CALL,200,2908,443,TCP,334,normal,0,0,1,0,4,0,7.975564658495202,0.6091670460593613,0.0351785336995563,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0256410256410256,0.0,0.0,0.0,0.0,0.5,0.0070121813126686,0.0058853591387922,0.0644566173757556,0.1466314398943196,0.0,0.0,0.0,0.0,0.1011,0.133513,0.3143,0,NORMAL,NORMAL,0.6857,No threat detected.,none,0.4629
2024-01-01 00:04:58,192.168.25.202,rebecca62,LOGOUT,304,4725,443,HTTP,434,normal,0,0,1,7,1,0,8.460834457746854,0.6462315528133851,0.0457426579336572,0.0156319454734034,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156843428894229,0.0096296509998516,0.0737376890982885,0.1906649053280493,0.0,0.0,0.0,0.0,0.1024,0.154519,0.2569,0,NORMAL,NORMAL,0.7431,No threat detected.,none,0.4514
2024-01-01 00:05:04,192.168.67.4,williamrivera,DB_QUERY,301,4923,8080,HTTP,99,normal,0,0,1,2,1,1,8.501876487304344,0.6493663091573371,0.0103528417494189,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163453969768905,0.0100376695956082,0.0166888996111599,0.043152796125055,0.0,0.0,0.0,0.0,0.1525,0.130773,0.3218,0,NORMAL,NORMAL,0.6782,No threat detected.,none,0.4644
2024-01-01 00:05:15,192.168.221.189,rebecca62,API_CALL,200,848,443,TCP,438,normal,0,0,1,0,4,0,6.744059186311348,0.5151056745052975,0.0461652229030213,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.5,0.0032862400923962,0.0023141660759326,0.0421479862628785,0.0255394099515631,0.0,0.0,0.0,0.0,0.1056,0.080982,0.4579,0,NORMAL,NORMAL,0.5421,No threat detected.,none,0.4916
2024-01-01 00:05:33,192.168.153.118,rebecca62,DB_QUERY,304,176,3306,TCP,298,normal,0,0,1,2,4,1,5.176149732573829,0.3953500444879942,0.0313754489752799,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004967921627029,0.0002555267973425,0.0505775835154542,0.130779392338177,0.0,0.0,0.0,0.0,0.1501,0.138305,0.3012,0,NORMAL,NORMAL,0.6988,No threat detected.,none,0.4602
2024-01-01 00:05:36,192.168.185.148,jennifer17,PAGE_VIEW,200,1966,8080,HTTP,447,normal,0,0,1,8,1,1,7.584264818389059,0.5792798872276588,0.0471159940840904,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0064729882059715,0.0039441797589805,0.0759515227201771,0.1963892558344341,0.0,0.0,0.0,0.0,0.151,0.187124,0.1678,0,NORMAL,NORMAL,0.8322,No threat detected.,none,0.4336
2024-01-01 00:05:45,192.168.32.87,kentfinley,API_CALL,200,4920,443,HTTP,46,normal,0,0,1,0,1,0,8.501267040865978,0.6493197601413755,0.0047538559053454,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0163353810058683,0.0100314874956725,0.0076632702296142,0.0198150594451783,0.0,0.0,0.0,0.0,0.1025,0.183315,0.1782,0,NORMAL,NORMAL,0.8218,No threat detected.,none,0.4356
2024-01-01 00:05:52,192.168.166.44,wdavis,API_CALL,200,3064,80,HTTPS,442,normal,0,0,1,0,2,0,8.027802848370312,0.6131569558877287,0.0465877878723853,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0101388336001105,0.0062068283354489,0.0751000482502199,0.1941875825627476,0.0,0.0,0.0,0.0,0.1015,0.219169,0.0803,0,NORMAL,NORMAL,0.9197,No threat detected.,none,0.4161
2024-01-01 00:06:24,192.168.77.39,wdavis,API_CALL,304,797,443,HTTP,295,normal,0,0,1,0,1,0,6.682108597449809,0.510373939658383,0.0310585252482569,0.0156319454734034,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025700981643062,0.0015352214840336,0.0500666988334799,0.1294583883751651,0.0,0.0,0.0,0.0,0.1004,0.192516,0.1531,0,NORMAL,NORMAL,0.8469,No threat detected.,none,0.4306
2024-01-01 00:06:37,192.168.22.220,cooklee,LOGIN_SUCCESS,200,3964,8080,HTTPS,481,normal,0,0,1,6,2,1,8.285261134068948,0.6328214072586409,0.0507077963236847,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0131436249067819,0.0080614583161608,0.0817415491158856,0.2113606340819022,0.0,0.0,0.0,0.0,0.152,0.167814,0.2206,0,NORMAL,NORMAL,0.7794,No threat detected.,none,0.4441
2024-01-01 00:06:44,192.168.212.14,vanderson,API_CALL,200,3263,80,HTTPS,124,normal,0,0,1,0,2,0,8.090708716083997,0.6179616541449398,0.0129938728079442,0.002185508964291,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0108032263445856,0.0066169076311841,0.0209462719609457,0.0541611624834874,0.0,0.0,0.0,0.0,0.1016,0.224899,0.0646,0,NORMAL,NORMAL,0.9354,No threat detected.,none,0.4129
2024-01-01 00:06:46,192.168.163.239,oguerrero,DB_QUERY,204,2846,443,HTTP,29,normal,0,0,1,2,1,0,7.954021087278037,0.607521565870576,0.0029579547855482,0.0156319454734034,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0094110063724946,0.005757595740121,0.0047682570317599,0.0123293703214442,0.0,0.0,0.0,0.0,0.1014,0.202281,0.1264,0,NORMAL,NORMAL,0.8736,No threat detected.,none,0.4253
2024-01-01 00:06:52,192.168.84.203,christensenkeith,API_CALL,204,4762,8080,HTTPS,73,normal,0,0,1,0,2,1,8.46863300080086,0.6468271990953967,0.0076061694485527,0.298525707512224,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0158078731986971,0.0097058968990586,0.0122612323673828,0.0317040951122853,0.0,0.0,0.0,0.0,0.1524,0.156157,0.2525,0,NORMAL,NORMAL,0.7475,No threat detected.,none,0.4505
2024-01-01 00:07:00,192.168.199.224,matthewpowell,LOGIN_SUCCESS,201,3158,8080,TCP,18,normal,0,0,1,6,4,1,8.058010800802085,0.615464214362621,0.0017959011197971,0.298525707512224,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0104526673588073,0.0064005341334344,0.0028950131978542,0.007485689123734,0.0,0.0,0.0,0.0,0.1516,0.181559,0.183,0,NORMAL,NORMAL,0.817,No threat detected.,none,0.4366
2024-01-01 00:07:09,192.168.252.24,jeffrey86,LOGIN_SUCCESS,301,1352,27017,HTTP,415,normal,0,0,1,6,1,0,7.210079628170788,0.5506999312289782,0.0437354743291781,0.9999999999999998,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044230528034202,0.0026789099721393,0.0705020861124513,0.1822985468956406,0.0,0.0,0.0,0.0,0.1007,0.18696,0.1683,0,NORMAL,NORMAL,0.8317,No threat detected.,none,0.4337
2024-01-01 00:07:12,192.168.82.139,jeffrey86,API_CALL,304,2755,3306,HTTP,67,normal,0,0,1,0,1,1,7.921535632133549,0.6050403536182019,0.0069723219945066,0.1216846940287449,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00910718858482,0.0055700720420712,0.0112394630034342,0.0290620871862615,0.0,0.0,0.0,0.0,0.1514,0.159135,0.2443,0,NORMAL,NORMAL,0.7557,No threat detected.,none,0.4489
2024-01-01 00:07:12,192.168.155.127,oguerrero,LOGIN_SUCCESS,200,4503,443,HTTPS,242,normal,0,0,1,6,2,0,8.412721169819527,0.6425566995913408,0.0254595394041833,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0149431610337773,0.0091721756046093,0.0410410694519342,0.1061206516952884,0.0,0.0,0.0,0.0,0.1022,0.207673,0.1117,0,NORMAL,NORMAL,0.8883,No threat detected.,none,0.4223
2024-01-01 00:07:14,192.168.205.232,vjones,LOGOUT,200,3298,8080,HTTPS,156,normal,0,0,1,7,2,1,8.101374671228582,0.6187763109958384,0.0163743925628565,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0109200793398451,0.006689032130434,0.0263957085686714,0.0682518714222809,0.0,0.0,0.0,0.0,0.1516,0.208316,0.1099,0,NORMAL,NORMAL,0.8901,No threat detected.,none,0.422
2024-01-01 00:07:28,192.168.104.69,mccallemily,LOGOUT,304,3689,27017,HTTPS,72,normal,0,0,1,7,2,0,8.213381737034572,0.6273313182381326,0.0075005282062117,0.9999999999999998,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122254942297434,0.0074947658220544,0.0120909374733914,0.031263760457948,0.0,0.0,0.0,0.0,0.1018,0.181004,0.1846,0,NORMAL,NORMAL,0.8154,No threat detected.,none,0.4369
2024-01-01 00:08:05,192.168.231.71,jennifer17,DB_QUERY,301,4820,443,HTTPS,412,normal,0,0,1,2,2,0,8.480736654405622,0.6477516661680928,0.043418550602155,0.0156319454734034,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016001515305127,0.0098254174978156,0.0699912014304771,0.1809775429326288,0.0,0.0,0.0,0.0,0.1024,0.163113,0.2334,0,NORMAL,NORMAL,0.7666,No threat detected.,none,0.4467
2024-01-01 00:08:07,192.168.19.137,jennifer17,PAGE_VIEW,200,215,8080,TCP,107,normal,0,0,1,8,4,1,5.375278407684165,0.4105593283439619,0.011197971688147,0.298525707512224,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.000626999785992,0.0003358940965067,0.0180512587630914,0.0466754733597534,0.0,0.0,0.0,0.0,0.1501,0.160841,0.2396,0,NORMAL,NORMAL,0.7604,No threat detected.,none,0.4479
2024-01-01 00:08:08,192.168.46.242,vanderson,API_CALL,200,2072,443,TCP,190,normal,0,0,1,0,4,0,7.636752112435779,0.5832888234270579,0.0199661948024508,0.0156319454734034,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.5,0.0091088579133237,0.0069795908274122,0.0231601055828342,0.0365477763099955,0.0,0.0,0.0,0.0,0.1065,0.086056,0.444,0,NORMAL,NORMAL,0.556,No threat detected.,none,0.4888
2024-01-01 00:08:20,192.168.28.59,melaniescott,LOGIN_SUCCESS,301,3386,8080,HTTP,118,normal,0,0,1,6,1,1,8.127699852817772,0.6207870066383823,0.0123600253538981,0.298525707512224,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112138811564974,0.0068703737285481,0.0199245025969971,0.0515191545574636,0.0,0.0,0.0,0.0,0.1517,0.173407,0.2053,0,NORMAL,NORMAL,0.7947,No threat detected.,none,0.4411
2024-01-01 00:08:20,192.168.80.1,plane,FILE_DOWNLOAD,201,3949,8080,HTTP,128,normal,0,0,1,4,1,1,8.281470857895167,0.6325319090927559,0.0134164377773082,0.298525707512224,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0130935450516707,0.0080305478164823,0.0216274515369114,0.0559225011008366,0.0,0.0,0.0,0.0,0.152,0.197929,0.1383,0,NORMAL,NORMAL,0.8617,No threat detected.,none,0.4277
2024-01-01 00:08:28,192.168.150.92,williamrivera,FILE_DOWNLOAD,200,4451,3306,TCP,359,normal,0,0,1,4,4,1,8.401108712395436,0.6416697496775201,0.0378195647580815,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0147695508693918,0.0090650192057238,0.0609655720489313,0.1576398062527521,0.0,0.0,0.0,0.0,0.1522,0.187523,0.1667,0,NORMAL,NORMAL,0.8333,No threat detected.,none,0.4333
2024-01-01 00:08:32,192.168.225.81,plane,LOGOUT,200,1770,3306,TCP,406,normal,0,0,1,7,4,1,7.479299637782834,0.5712627333649697,0.042784703148109,0.1216846940287449,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0058186114325186,0.003540282563181,0.0689694320665285,0.178335535006605,0.0,0.0,0.0,0.0,0.1509,0.194286,0.1483,0,NORMAL,NORMAL,0.8517,No threat detected.,none,0.4297
2024-01-01 00:08:32,192.168.80.130,cooklee,FILE_DOWNLOAD,301,1454,80,HTTPS,174,normal,0,0,1,4,2,0,7.282761179605593,0.5562512881405409,0.0182759349249947,0.002185508964291,0.5984095427435387,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047635958181762,0.0028891013699533,0.0294610166605171,0.0761778952003522,0.0,0.0,0.0,0.0,0.1007,0.203833,0.1222,0,NORMAL,NORMAL,0.8778,No threat detected.,none,0.4244
2024-01-01 00:08:39,192.168.174.91,melaniescott,PAGE_VIEW,304,2491,5432,TCP,201,normal,0,0,1,8,4,0,7.820840879907344,0.5973493715506211,0.0211282484682019,0.2004371017928581,0.6043737574552683,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082257831348631,0.0050260472477291,0.0340589787982856,0.0880669308674592,0.0,0.0,0.0,0.0,0.1012,0.204532,0.1203,0,NORMAL,NORMAL,0.8797,No threat detected.,none,0.4241
2024-01-01 00:09:15,192.168.230.233,wdavis,API_CALL,201,2733,5432,HTTPS,266,normal,0,0,1,0,2,0,7.913521017283895,0.6044282039507713,0.0279949292203676,0.2004371017928581,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.009033738130657,0.0055247366425427,0.0451281469077285,0.1166886833993835,0.0,0.0,0.0,0.0,0.1014,0.224456,0.0658,0,NORMAL,NORMAL,0.9342,No threat detected.,none,0.4132
2024-01-01 00:09:24,192.168.160.64,wdavis,LOGOUT,204,3672,8080,HTTPS,78,normal,0,0,1,7,2,1,8.208764045819667,0.6269786227943056,0.0081343756602577,0.298525707512224,0.4055666003976143,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0121687370606174,0.0074597339224187,0.0131127068373399,0.0339057683839718,0.0,0.0,0.0,0.0,0.1518,0.181702,0.1826,0,NORMAL,NORMAL,0.8174,No threat detected.,none,0.4365
2024-01-01 00:10:04,192.168.35.236,lisa85,API_CALL,200,4680,5432,HTTPS,187,normal,0,0,1,0,2,0,8.45126704130007,0.645500801441556,0.0196492710754278,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0155341033240893,0.009536919500816,0.0316748502824056,0.0819022457067371,0.0,0.0,0.0,0.0,0.1023,0.208094,0.1105,0,NORMAL,NORMAL,0.8895,No threat detected.,none,0.4221
2024-01-01 00:10:15,192.168.240.201,charleshill,FILE_ACCESS,201,3356,27017,HTTP,446,normal,0,0,1,3,1,0,8.118802996980035,0.6201074721324313,0.0470103528417494,0.9999999999999998,0.3996023856858846,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.011113721446275,0.006808552729191,0.0757812278261856,0.1959489211800968,0.0,0.0,0.0,0.0,0.1017,0.212158,0.0994,0,NORMAL,NORMAL,0.9006,No threat detected.,none,0.4199
2024-01-01 00:10:16,192.168.216.153,lisa85,FILE_DOWNLOAD,200,3934,5432,HTTPS,293,normal,0,0,1,4,2,0,8.277666160851503,0.6322413094727314,0.0308472427635749,0.2004371017928581,0.3976143141153081,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0130434651965595,0.0079996373168037,0.0497261090454971,0.1285777190664905,0.0,0.0,0.0,0.0,0.102,0.222091,0.0723,0,NORMAL,NORMAL,0.9277,No threat detected.,none,0.4145
