timestamp,ip_address,user,action,status_code,bytes_sent,port,protocol,duration_ms,label
2024-01-01 00:23:04,192.168.3.128,patricia70,FILE_DOWNLOAD,200,3214,5432,TCP,127,normal
2024-01-01 00:23:10,192.168.192.150,penny16,PAGE_VIEW,200,2192,443,HTTP,155,normal
2024-01-01 00:23:27,192.168.41.36,qross,LOGOUT,200,1351,27017,HTTP,42,normal
2024-01-01 00:23:45,192.168.89.158,umason,FILE_ACCESS,200,103,8080,HTTPS,117,normal
2024-01-01 00:23:51,192.168.97.88,patricia70,PAGE_VIEW,200,4479,27017,HTTPS,474,normal
2024-01-01 00:24:00,192.168.153.239,lchapman,LOGIN_SUCCESS,304,1200,8080,HTTP,465,normal
2024-01-01 00:24:13,192.168.81.92,andrea68,DB_QUERY,301,1826,8080,TCP,278,normal
2024-01-01 00:25:12,192.168.167.104,gkim,FILE_ACCESS,200,1671,3306,TCP,491,normal
2024-01-01 00:25:12,192.168.165.219,qbullock,DB_QUERY,304,2384,3306,HTTP,394,normal
2024-01-01 00:25:48,192.168.120.111,gkim,API_CALL,200,2706,27017,HTTPS,217,normal
2024-01-01 00:25:54,192.168.108.117,rebecca62,FILE_ACCESS,301,3205,8080,HTTPS,139,normal
2024-01-01 00:26:08,192.168.55.64,jennifer17,LOGOUT,200,1248,3306,HTTP,152,normal
2024-01-01 00:26:24,192.168.218.144,kentfinley,LOGIN_SUCCESS,200,1321,5432,HTTP,437,normal
2024-01-01 00:26:28,192.168.139.9,darrell32,FILE_ACCESS,201,3362,80,TCP,370,normal
2024-01-01 00:26:40,192.168.91.58,wdavis,API_CALL,304,3384,80,HTTPS,453,normal
2024-01-01 00:26:42,192.168.47.15,adamspaul,PAGE_VIEW,301,1876,5432,TCP,72,normal
2024-01-01 00:27:04,192.168.164.120,christopher88,FILE_DOWNLOAD,201,4287,3306,TCP,96,normal
2024-01-01 00:27:32,192.168.153.67,melaniescott,LOGOUT,200,3412,3306,TCP,393,normal
2024-01-01 00:27:53,192.168.132.94,patricia70,API_CALL,204,4333,3306,HTTPS,326,normal
2024-01-01 00:27:54,192.168.23.250,vjones,API_CALL,200,1134,27017,HTTPS,62,normal
2024-01-01 00:28:07,192.168.163.62,christopher88,LOGIN_SUCCESS,200,2130,443,HTTP,35,normal
2024-01-01 00:28:35,192.168.115.83,plane,LOGOUT,200,1925,5432,TCP,403,normal
2024-01-01 00:28:48,192.168.188.112,penny16,FILE_DOWNLOAD,204,3267,8080,HTTP,264,normal
2024-01-01 00:29:32,192.168.51.85,jennifer17,LOGOUT,200,4639,27017,TCP,286,normal
2024-01-01 00:29:40,192.168.184.1,plane,LOGIN_SUCCESS,200,4034,443,HTTP,23,normal
2024-01-01 00:29:40,192.168.188.122,mccallemily,API_CALL,200,4608,8080,HTTPS,369,normal
2024-01-01 00:29:50,192.168.247.194,plane,LOGIN_SUCCESS,200,368,27017,TCP,313,normal
2024-01-01 00:29:56,192.168.46.38,cooklee,PAGE_VIEW,304,4849,8080,HTTPS,92,normal
2024-01-01 00:30:00,192.168.198.210,andrea68,FILE_DOWNLOAD,304,3989,5432,HTTP,253,normal
2024-01-01 00:30:26,192.168.91.98,adamspaul,PAGE_VIEW,200,2580,5432,TCP,59,normal
2024-01-01 00:30:36,192.168.208.85,mccallemily,FILE_DOWNLOAD,200,1794,3306,HTTPS,473,normal
2024-01-01 00:30:48,192.168.166.10,christopher88,PAGE_VIEW,301,4753,5432,HTTPS,146,normal
2024-01-01 00:30:48,192.168.122.63,vjones,PAGE_VIEW,304,1948,27017,HTTP,36,normal
2024-01-01 00:30:50,192.168.240.151,kentfinley,FILE_ACCESS,200,3297,8080,TCP,60,normal
2024-01-01 00:30:55,192.168.211.85,gkim,FILE_DOWNLOAD,200,1226,80,TCP,485,normal
2024-01-01 00:31:00,192.168.31.116,oguerrero,DB_QUERY,301,2913,27017,HTTP,268,normal
2024-01-01 00:31:10,192.168.165.30,jeffrey86,FILE_DOWNLOAD,301,109,27017,TCP,246,normal
2024-01-01 00:31:12,192.168.85.156,adamspaul,PAGE_VIEW,204,1441,8080,HTTP,306,normal
2024-01-01 00:31:12,192.168.83.219,umason,DB_QUERY,304,1913,27017,HTTP,356,normal
2024-01-01 00:31:14,192.168.40.46,jennifer17,FILE_ACCESS,200,4540,5432,HTTP,368,normal
2024-01-01 00:31:18,192.168.28.221,penny16,LOGIN_SUCCESS,200,2541,80,HTTPS,469,normal
2024-01-01 00:31:30,192.168.117.99,lisa85,PAGE_VIEW,301,945,8080,HTTPS,461,normal
2024-01-01 00:31:40,192.168.4.157,darrell32,LOGOUT,200,1845,27017,TCP,87,normal
2024-01-01 00:31:56,192.168.117.233,lisa85,FILE_DOWNLOAD,200,1482,80,HTTPS,326,normal
2024-01-01 00:31:59,192.168.144.180,cooklee,FILE_DOWNLOAD,200,2012,8080,TCP,311,normal
2024-01-01 00:32:00,192.168.162.244,jeffrey86,FILE_DOWNLOAD,201,4235,3306,TCP,238,normal
2024-01-01 00:32:04,192.168.62.243,cooklee,DB_QUERY,200,1837,27017,TCP,315,normal
2024-01-01 00:32:05,192.168.155.114,vanderson,PAGE_VIEW,200,1406,80,HTTP,198,normal
2024-01-01 00:32:15,192.168.7.68,jennifer17,LOGIN_SUCCESS,304,3360,5432,HTTPS,331,normal
2024-01-01 00:32:30,192.168.2.242,christensenkeith,FILE_DOWNLOAD,200,2309,80,HTTP,54,normal
2024-01-01 00:33:15,192.168.126.149,adamspaul,LOGIN_SUCCESS,201,3534,27017,TCP,299,normal
2024-01-01 00:33:16,192.168.96.220,kentfinley,LOGOUT,200,1289,27017,HTTP,233,normal
2024-01-01 00:33:17,192.168.122.172,christensenkeith,FILE_DOWNLOAD,200,3267,3306,HTTP,128,normal
2024-01-01 00:33:36,192.168.147.118,andrea68,DB_QUERY,200,3335,5432,TCP,381,normal
2024-01-01 00:33:44,192.168.213.150,christensenkeith,DB_QUERY,301,318,5432,HTTPS,145,normal
2024-01-01 00:33:57,192.168.17.115,adamspaul,PAGE_VIEW,204,498,443,TCP,32,normal
2024-01-01 00:34:28,192.168.186.96,chart,FILE_ACCESS,200,2871,27017,TCP,36,normal
2024-01-01 00:34:33,192.168.119.52,lchapman,FILE_ACCESS,200,802,80,TCP,37,normal
2024-01-01 00:34:46,192.168.181.5,lchapman,FILE_ACCESS,201,3504,27017,HTTP,171,normal
2024-01-01 00:34:48,192.168.93.197,qross,FILE_DOWNLOAD,200,553,80,TCP,88,normal
2024-01-01 00:35:12,192.168.195.147,williamrivera,API_CALL,200,2518,80,TCP,212,normal
2024-01-01 00:35:21,192.168.246.50,greed,LOGIN_SUCCESS,204,3580,8080,TCP,421,normal
2024-01-01 00:35:37,192.168.87.96,vjones,API_CALL,200,3543,80,HTTP,401,normal
2024-01-01 00:36:00,192.168.65.252,adamspaul,API_CALL,200,3327,5432,TCP,349,normal
2024-01-01 00:36:24,192.168.76.62,jennifer17,API_CALL,200,3003,8080,HTTPS,50,normal
2024-01-01 00:36:45,192.168.55.98,cooklee,LOGIN_SUCCESS,301,1922,443,HTTPS,189,normal
2024-01-01 00:36:51,192.168.176.246,plane,PAGE_VIEW,200,1267,27017,TCP,322,normal
2024-01-01 00:36:58,192.168.222.154,vanderson,FILE_DOWNLOAD,200,551,80,HTTPS,267,normal
2024-01-01 00:37:16,192.168.82.164,lisa85,FILE_DOWNLOAD,301,4925,5432,HTTP,62,normal
2024-01-01 00:37:33,192.168.44.86,christopher88,LOGIN_SUCCESS,200,2659,80,TCP,398,normal
2024-01-01 00:38:10,192.168.7.87,melaniescott,LOGOUT,201,617,443,HTTP,418,normal
2024-01-01 00:38:30,192.168.135.130,matthewpowell,FILE_ACCESS,304,516,80,TCP,226,normal
2024-01-01 00:38:42,192.168.141.12,kentfinley,FILE_ACCESS,301,2245,443,TCP,236,normal
2024-01-01 00:38:45,192.168.167.252,qross,LOGOUT,200,3176,443,HTTP,440,normal
2024-01-01 00:39:12,192.168.84.185,christopher88,LOGIN_SUCCESS,200,2045,3306,TCP,155,normal
2024-01-01 00:39:12,192.168.185.26,lchapman,FILE_ACCESS,200,3038,80,HTTPS,151,normal
2024-01-01 00:39:25,192.168.169.160,rebecca62,PAGE_VIEW,301,2560,5432,HTTPS,351,normal
2024-01-01 00:39:48,192.168.49.235,mccallemily,PAGE_VIEW,200,3637,5432,TCP,449,normal
2024-01-01 00:39:54,192.168.4.145,cooklee,PAGE_VIEW,301,501,5432,TCP,264,normal
2024-01-01 00:40:08,192.168.151.107,chart,LOGIN_SUCCESS,200,1260,8080,HTTPS,185,normal
2024-01-01 00:40:36,192.168.22.236,qbullock,DB_QUERY,200,3151,3306,TCP,53,normal
2024-01-01 00:40:39,192.168.239.70,jennifer17,DB_QUERY,200,1431,27017,HTTPS,341,normal
2024-01-01 00:41:06,192.168.244.83,chart,LOGOUT,200,3242,443,HTTPS,395,normal
2024-01-01 00:41:09,192.168.88.86,lisa85,LOGIN_SUCCESS,200,3500,443,TCP,199,normal
2024-01-01 00:41:17,192.168.2.245,matthewpowell,FILE_ACCESS,304,809,5432,TCP,412,normal
2024-01-01 00:41:24,192.168.223.1,andrea68,DB_QUERY,200,1714,8080,HTTPS,45,normal
2024-01-01 00:41:30,192.168.101.155,andrea68,FILE_DOWNLOAD,200,471,80,HTTP,375,normal
2024-01-01 00:41:40,192.168.110.209,charleshill,FILE_DOWNLOAD,301,888,3306,TCP,181,normal
2024-01-01 00:41:43,192.168.142.90,qross,LOGIN_SUCCESS,301,3609,80,TCP,323,normal
2024-01-01 00:41:48,192.168.43.135,williamrivera,LOGIN_SUCCESS,304,4557,5432,TCP,293,normal
2024-01-01 00:41:48,192.168.89.204,williamrivera,API_CALL,200,1746,443,HTTP,414,normal
2024-01-01 00:41:54,192.168.30.72,qross,LOGIN_SUCCESS,301,3856,3306,HTTP,399,normal
2024-01-01 00:42:05,192.168.187.145,oguerrero,FILE_DOWNLOAD,200,1018,5432,HTTPS,118,normal
2024-01-01 00:42:09,192.168.240.188,jeffrey86,API_CALL,200,4450,3306,HTTPS,424,normal
2024-01-01 00:42:17,192.168.43.73,andrea68,PAGE_VIEW,201,2845,80,HTTP,354,normal
2024-01-01 00:42:24,192.168.28.94,vanderson,API_CALL,301,3521,3306,HTTPS,498,normal
2024-01-01 00:42:30,192.168.194.87,kentfinley,FILE_DOWNLOAD,301,1589,3306,HTTP,191,normal
2024-01-01 00:43:21,192.168.26.33,patricia70,FILE_DOWNLOAD,200,620,3306,HTTPS,408,normal
2024-01-01 00:43:40,192.168.217.177,charleshill,FILE_DOWNLOAD,301,1731,3306,HTTPS,64,normal
2024-01-01 00:43:42,192.168.91.95,williamrivera,LOGIN_SUCCESS,200,1419,3306,HTTPS,355,normal
2024-01-01 00:43:44,192.168.54.111,williamrivera,PAGE_VIEW,301,3866,27017,HTTP,232,normal
2024-01-01 00:44:30,192.168.170.200,greed,LOGIN_SUCCESS,200,1034,5432,TCP,109,normal
2024-01-01 00:45:00,192.168.178.240,jennifer17,PAGE_VIEW,200,2857,443,TCP,212,normal
2024-01-01 00:45:00,192.168.138.79,charleshill,LOGOUT,200,1677,8080,HTTP,390,normal
2024-01-01 00:45:03,192.168.160.112,adamspaul,API_CALL,200,4823,443,HTTPS,32,normal
2024-01-01 00:45:18,192.168.74.253,qross,API_CALL,200,1529,80,TCP,453,normal
2024-01-01 00:45:28,192.168.171.90,penny16,DB_QUERY,200,1087,443,TCP,344,normal
2024-01-01 00:45:28,192.168.194.245,rebecca62,PAGE_VIEW,204,4097,5432,HTTP,326,normal
2024-01-01 00:45:45,192.168.107.172,darrell32,DB_QUERY,200,3575,80,HTTP,285,normal
2024-01-01 00:45:51,192.168.16.46,mccallemily,PAGE_VIEW,301,2582,27017,HTTP,261,normal
2024-01-01 00:46:22,192.168.127.246,cooklee,API_CALL,200,4798,3306,HTTPS,78,normal
2024-01-01 00:46:38,192.168.135.37,matthewpowell,FILE_DOWNLOAD,200,1200,5432,HTTP,144,normal
2024-01-01 00:46:45,192.168.128.26,jennifer17,PAGE_VIEW,200,2810,8080,HTTP,353,normal
2024-01-01 00:47:00,192.168.121.222,greed,DB_QUERY,301,3477,80,HTTP,387,normal
2024-01-01 00:47:15,192.168.105.136,qbullock,FILE_DOWNLOAD,200,590,443,TCP,153,normal
2024-01-01 00:47:15,192.168.219.170,williamrivera,LOGIN_SUCCESS,200,2895,80,HTTPS,431,normal
2024-01-01 00:47:22,192.168.152.221,umason,FILE_DOWNLOAD,200,593,5432,TCP,60,normal
2024-01-01 00:47:43,192.168.150.23,greed,API_CALL,200,4687,443,TCP,369,normal
2024-01-01 00:47:50,192.168.84.116,christopher88,FILE_ACCESS,200,4490,8080,HTTP,241,normal
2024-01-01 00:47:52,192.168.72.119,melaniescott,PAGE_VIEW,200,4201,80,HTTP,408,normal
2024-01-01 00:47:59,192.168.18.106,chart,LOGIN_SUCCESS,301,2584,5432,TCP,257,normal
2024-01-01 00:48:00,192.168.170.201,chart,FILE_DOWNLOAD,301,2132,8080,HTTP,413,normal
2024-01-01 00:48:00,192.168.113.91,qbullock,PAGE_VIEW,301,3544,8080,HTTPS,143,normal
2024-01-01 00:48:20,192.168.97.236,adamspaul,API_CALL,204,1218,80,HTTPS,405,normal
2024-01-01 00:48:22,192.168.145.118,oguerrero,API_CALL,200,4855,8080,HTTP,340,normal
2024-01-01 00:48:24,192.168.121.54,wdavis,PAGE_VIEW,200,2972,27017,TCP,333,normal
2024-01-01 00:48:25,192.168.187.201,williamrivera,FILE_DOWNLOAD,301,4200,80,HTTP,96,normal
2024-01-01 00:48:30,192.168.70.40,lisa85,FILE_ACCESS,301,928,5432,TCP,437,normal
2024-01-01 00:48:46,192.168.208.168,chart,FILE_DOWNLOAD,200,1733,8080,HTTPS,156,normal
2024-01-01 00:48:56,192.168.177.202,kentfinley,PAGE_VIEW,200,1286,3306,HTTP,305,normal
2024-01-01 00:48:58,192.168.160.50,lchapman,PAGE_VIEW,204,3470,3306,HTTP,387,normal
2024-01-01 00:49:00,192.168.113.106,christensenkeith,FILE_ACCESS,200,4946,27017,HTTP,330,normal
2024-01-01 00:49:24,192.168.133.46,umason,FILE_ACCESS,200,4987,3306,HTTPS,383,normal
2024-01-01 00:49:57,192.168.27.49,andrea68,FILE_ACCESS,201,4183,27017,HTTPS,399,normal
2024-01-01 00:50:00,192.168.38.186,patricia70,LOGIN_SUCCESS,304,1993,3306,HTTPS,145,normal
2024-01-01 00:50:42,192.168.140.33,darrell32,FILE_ACCESS,201,865,5432,TCP,96,normal
2024-01-01 00:50:50,192.168.37.117,plane,PAGE_VIEW,200,3245,3306,HTTPS,134,normal
2024-01-01 00:50:56,192.168.196.90,plane,FILE_ACCESS,301,2129,8080,TCP,53,normal
2024-01-01 00:50:58,192.168.58.120,lisa85,LOGOUT,301,1948,27017,TCP,355,normal
2024-01-01 00:51:00,192.168.101.45,adamspaul,LOGOUT,301,717,443,TCP,262,normal
2024-01-01 00:51:06,192.168.0.13,vanderson,FILE_DOWNLOAD,204,1462,3306,HTTPS,461,normal
2024-01-01 00:51:18,192.168.34.75,christensenkeith,LOGIN_SUCCESS,201,3920,3306,HTTP,440,normal
2024-01-01 00:51:27,192.168.37.88,greed,FILE_DOWNLOAD,200,714,5432,HTTP,183,normal
2024-01-01 00:51:38,192.168.10.206,vanderson,LOGIN_SUCCESS,301,2830,8080,TCP,42,normal
2024-01-01 00:51:39,192.168.176.89,mccallemily,PAGE_VIEW,200,881,8080,HTTPS,143,normal
2024-01-01 00:51:40,192.168.234.165,kentfinley,LOGIN_SUCCESS,304,3390,3306,TCP,65,normal
2024-01-01 00:52:00,192.168.155.180,vanderson,FILE_ACCESS,200,4145,3306,HTTP,316,normal
2024-01-01 00:52:26,192.168.51.145,greed,LOGOUT,200,3048,3306,HTTPS,133,normal
2024-01-01 00:52:28,192.168.149.208,patricia70,API_CALL,200,4071,80,HTTP,268,normal
2024-01-01 00:53:02,192.168.78.181,patricia70,LOGOUT,301,1178,80,HTTPS,437,normal
2024-01-01 00:53:05,192.168.94.50,jennifer17,PAGE_VIEW,200,4929,5432,TCP,154,normal
2024-01-01 00:53:20,192.168.86.184,adamspaul,FILE_ACCESS,200,462,443,HTTP,191,normal
